levelIndex,xpPerLevel,reward1,rewardQty1
142,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
143,18000,settings/itemflav/grx_currency/credits.rpak,600
144,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
145,18000,settings/itemflav/grx_currency/credits.rpak,600
146,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
147,18000,settings/itemflav/grx_currency/credits.rpak,600
148,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
149,18000,settings/itemflav/grx_currency/credits.rpak,600
150,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
151,18000,settings/itemflav/grx_currency/credits.rpak,600
152,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
153,18000,settings/itemflav/grx_currency/credits.rpak,600
154,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
155,18000,settings/itemflav/grx_currency/credits.rpak,600
156,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
157,18000,settings/itemflav/grx_currency/credits.rpak,600
158,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
159,18000,settings/itemflav/grx_currency/credits.rpak,600
160,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
161,18000,settings/itemflav/grx_currency/credits.rpak,600
162,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
163,18000,settings/itemflav/grx_currency/credits.rpak,600
164,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
165,18000,settings/itemflav/grx_currency/credits.rpak,600
166,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
167,18000,settings/itemflav/grx_currency/credits.rpak,600
168,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
169,18000,settings/itemflav/grx_currency/credits.rpak,600
170,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
171,18000,settings/itemflav/grx_currency/credits.rpak,600
172,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
173,18000,settings/itemflav/grx_currency/credits.rpak,600
174,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
175,18000,settings/itemflav/grx_currency/credits.rpak,600
176,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
177,18000,settings/itemflav/grx_currency/credits.rpak,600
178,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
179,18000,settings/itemflav/grx_currency/credits.rpak,600
180,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
181,18000,settings/itemflav/grx_currency/credits.rpak,600
182,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
183,18000,settings/itemflav/grx_currency/credits.rpak,600
184,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
185,18000,settings/itemflav/grx_currency/credits.rpak,600
186,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
187,18000,settings/itemflav/grx_currency/credits.rpak,600
188,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
189,18000,settings/itemflav/grx_currency/credits.rpak,600
190,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
191,18000,settings/itemflav/grx_currency/credits.rpak,600
192,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
193,18000,settings/itemflav/grx_currency/credits.rpak,600
194,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
195,18000,settings/itemflav/grx_currency/credits.rpak,600
196,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
197,18000,settings/itemflav/grx_currency/credits.rpak,600
198,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
199,18000,settings/itemflav/grx_currency/credits.rpak,600
200,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
201,18000,settings/itemflav/grx_currency/credits.rpak,600
202,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
203,18000,settings/itemflav/grx_currency/credits.rpak,600
204,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
205,18000,settings/itemflav/grx_currency/credits.rpak,600
206,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
207,18000,settings/itemflav/grx_currency/credits.rpak,600
208,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
209,18000,settings/itemflav/grx_currency/credits.rpak,600
210,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
211,18000,settings/itemflav/grx_currency/credits.rpak,600
212,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
213,18000,settings/itemflav/grx_currency/credits.rpak,600
214,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
215,18000,settings/itemflav/grx_currency/credits.rpak,600
216,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
217,18000,settings/itemflav/grx_currency/credits.rpak,600
218,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
219,18000,settings/itemflav/grx_currency/credits.rpak,600
220,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
221,18000,settings/itemflav/grx_currency/credits.rpak,600
222,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
223,18000,settings/itemflav/grx_currency/credits.rpak,600
224,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
225,18000,settings/itemflav/grx_currency/credits.rpak,600
226,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
227,18000,settings/itemflav/grx_currency/credits.rpak,600
228,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
229,18000,settings/itemflav/grx_currency/credits.rpak,600
230,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
231,18000,settings/itemflav/grx_currency/credits.rpak,600
232,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
233,18000,settings/itemflav/grx_currency/credits.rpak,600
234,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
235,18000,settings/itemflav/grx_currency/credits.rpak,600
236,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
237,18000,settings/itemflav/grx_currency/credits.rpak,600
238,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
239,18000,settings/itemflav/grx_currency/credits.rpak,600
240,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
241,18000,settings/itemflav/grx_currency/credits.rpak,600
242,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
243,18000,settings/itemflav/grx_currency/credits.rpak,600
244,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
245,18000,settings/itemflav/grx_currency/credits.rpak,600
246,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
247,18000,settings/itemflav/grx_currency/credits.rpak,600
248,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
249,18000,settings/itemflav/grx_currency/credits.rpak,600
250,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
251,18000,settings/itemflav/grx_currency/credits.rpak,600
252,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
253,18000,settings/itemflav/grx_currency/credits.rpak,600
254,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
255,18000,settings/itemflav/grx_currency/credits.rpak,600
256,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
257,18000,settings/itemflav/grx_currency/credits.rpak,600
258,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
259,18000,settings/itemflav/grx_currency/credits.rpak,600
260,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
261,18000,settings/itemflav/grx_currency/credits.rpak,600
262,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
263,18000,settings/itemflav/grx_currency/credits.rpak,600
264,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
265,18000,settings/itemflav/grx_currency/credits.rpak,600
266,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
267,18000,settings/itemflav/grx_currency/credits.rpak,600
268,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
269,18000,settings/itemflav/grx_currency/credits.rpak,600
270,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
271,18000,settings/itemflav/grx_currency/credits.rpak,600
272,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
273,18000,settings/itemflav/grx_currency/credits.rpak,600
274,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
275,18000,settings/itemflav/grx_currency/credits.rpak,600
276,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
277,18000,settings/itemflav/grx_currency/credits.rpak,600
278,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
279,18000,settings/itemflav/grx_currency/credits.rpak,600
280,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
281,18000,settings/itemflav/grx_currency/credits.rpak,600
282,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
283,18000,settings/itemflav/grx_currency/credits.rpak,600
284,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
285,18000,settings/itemflav/grx_currency/credits.rpak,600
286,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
287,18000,settings/itemflav/grx_currency/credits.rpak,600
288,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
289,18000,settings/itemflav/grx_currency/credits.rpak,600
290,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
291,18000,settings/itemflav/grx_currency/credits.rpak,600
292,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
293,18000,settings/itemflav/grx_currency/credits.rpak,600
294,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
295,18000,settings/itemflav/grx_currency/credits.rpak,600
296,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
297,18000,settings/itemflav/grx_currency/credits.rpak,600
298,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
299,18000,settings/itemflav/grx_currency/credits.rpak,600
300,18000,settings/itemflav/grx_currency/credits.rpak,600
301,18000,settings/itemflav/grx_currency/credits.rpak,600
302,18000,settings/itemflav/grx_currency/credits.rpak,600
303,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
304,18000,settings/itemflav/grx_currency/credits.rpak,600
305,18000,settings/itemflav/grx_currency/credits.rpak,600
306,18000,settings/itemflav/grx_currency/credits.rpak,600
307,18000,settings/itemflav/grx_currency/credits.rpak,600
308,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
309,18000,settings/itemflav/grx_currency/credits.rpak,600
310,18000,settings/itemflav/grx_currency/credits.rpak,600
311,18000,settings/itemflav/grx_currency/credits.rpak,600
312,18000,settings/itemflav/grx_currency/credits.rpak,600
313,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
314,18000,settings/itemflav/grx_currency/credits.rpak,600
315,18000,settings/itemflav/grx_currency/credits.rpak,600
316,18000,settings/itemflav/grx_currency/credits.rpak,600
317,18000,settings/itemflav/grx_currency/credits.rpak,600
318,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
319,18000,settings/itemflav/grx_currency/credits.rpak,600
320,18000,settings/itemflav/grx_currency/credits.rpak,600
321,18000,settings/itemflav/grx_currency/credits.rpak,600
322,18000,settings/itemflav/grx_currency/credits.rpak,600
323,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
324,18000,settings/itemflav/grx_currency/credits.rpak,600
325,18000,settings/itemflav/grx_currency/credits.rpak,600
326,18000,settings/itemflav/grx_currency/credits.rpak,600
327,18000,settings/itemflav/grx_currency/credits.rpak,600
328,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
329,18000,settings/itemflav/grx_currency/credits.rpak,600
330,18000,settings/itemflav/grx_currency/credits.rpak,600
331,18000,settings/itemflav/grx_currency/credits.rpak,600
332,18000,settings/itemflav/grx_currency/credits.rpak,600
333,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
334,18000,settings/itemflav/grx_currency/credits.rpak,600
335,18000,settings/itemflav/grx_currency/credits.rpak,600
336,18000,settings/itemflav/grx_currency/credits.rpak,600
337,18000,settings/itemflav/grx_currency/credits.rpak,600
338,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
339,18000,settings/itemflav/grx_currency/credits.rpak,600
340,18000,settings/itemflav/grx_currency/credits.rpak,600
341,18000,settings/itemflav/grx_currency/credits.rpak,600
342,18000,settings/itemflav/grx_currency/credits.rpak,600
343,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
344,18000,settings/itemflav/grx_currency/credits.rpak,600
345,18000,settings/itemflav/grx_currency/credits.rpak,600
346,18000,settings/itemflav/grx_currency/credits.rpak,600
347,18000,settings/itemflav/grx_currency/credits.rpak,600
348,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
349,18000,settings/itemflav/grx_currency/credits.rpak,600
350,18000,settings/itemflav/grx_currency/credits.rpak,600
351,18000,settings/itemflav/grx_currency/credits.rpak,600
352,18000,settings/itemflav/grx_currency/credits.rpak,600
353,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
354,18000,settings/itemflav/grx_currency/credits.rpak,600
355,18000,settings/itemflav/grx_currency/credits.rpak,600
356,18000,settings/itemflav/grx_currency/credits.rpak,600
357,18000,settings/itemflav/grx_currency/credits.rpak,600
358,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
359,18000,settings/itemflav/grx_currency/credits.rpak,600
360,18000,settings/itemflav/grx_currency/credits.rpak,600
361,18000,settings/itemflav/grx_currency/credits.rpak,600
362,18000,settings/itemflav/grx_currency/credits.rpak,600
363,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
364,18000,settings/itemflav/grx_currency/credits.rpak,600
365,18000,settings/itemflav/grx_currency/credits.rpak,600
366,18000,settings/itemflav/grx_currency/credits.rpak,600
367,18000,settings/itemflav/grx_currency/credits.rpak,600
368,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
369,18000,settings/itemflav/grx_currency/credits.rpak,600
370,18000,settings/itemflav/grx_currency/credits.rpak,600
371,18000,settings/itemflav/grx_currency/credits.rpak,600
372,18000,settings/itemflav/grx_currency/credits.rpak,600
373,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
374,18000,settings/itemflav/grx_currency/credits.rpak,600
375,18000,settings/itemflav/grx_currency/credits.rpak,600
376,18000,settings/itemflav/grx_currency/credits.rpak,600
377,18000,settings/itemflav/grx_currency/credits.rpak,600
378,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
379,18000,settings/itemflav/grx_currency/credits.rpak,600
380,18000,settings/itemflav/grx_currency/credits.rpak,600
381,18000,settings/itemflav/grx_currency/credits.rpak,600
382,18000,settings/itemflav/grx_currency/credits.rpak,600
383,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
384,18000,settings/itemflav/grx_currency/credits.rpak,600
385,18000,settings/itemflav/grx_currency/credits.rpak,600
386,18000,settings/itemflav/grx_currency/credits.rpak,600
387,18000,settings/itemflav/grx_currency/credits.rpak,600
388,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
389,18000,settings/itemflav/grx_currency/credits.rpak,600
390,18000,settings/itemflav/grx_currency/credits.rpak,600
391,18000,settings/itemflav/grx_currency/credits.rpak,600
392,18000,settings/itemflav/grx_currency/credits.rpak,600
393,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
394,18000,settings/itemflav/grx_currency/credits.rpak,600
395,18000,settings/itemflav/grx_currency/credits.rpak,600
396,18000,settings/itemflav/grx_currency/credits.rpak,600
397,18000,settings/itemflav/grx_currency/credits.rpak,600
398,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
399,18000,settings/itemflav/grx_currency/credits.rpak,600
400,18000,settings/itemflav/grx_currency/credits.rpak,600
401,18000,settings/itemflav/grx_currency/credits.rpak,600
402,18000,settings/itemflav/grx_currency/credits.rpak,600
403,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
404,18000,settings/itemflav/grx_currency/credits.rpak,600
405,18000,settings/itemflav/grx_currency/credits.rpak,600
406,18000,settings/itemflav/grx_currency/credits.rpak,600
407,18000,settings/itemflav/grx_currency/credits.rpak,600
408,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
409,18000,settings/itemflav/grx_currency/credits.rpak,600
410,18000,settings/itemflav/grx_currency/credits.rpak,600
411,18000,settings/itemflav/grx_currency/credits.rpak,600
412,18000,settings/itemflav/grx_currency/credits.rpak,600
413,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
414,18000,settings/itemflav/grx_currency/credits.rpak,600
415,18000,settings/itemflav/grx_currency/credits.rpak,600
416,18000,settings/itemflav/grx_currency/credits.rpak,600
417,18000,settings/itemflav/grx_currency/credits.rpak,600
418,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
419,18000,settings/itemflav/grx_currency/credits.rpak,600
420,18000,settings/itemflav/grx_currency/credits.rpak,600
421,18000,settings/itemflav/grx_currency/credits.rpak,600
422,18000,settings/itemflav/grx_currency/credits.rpak,600
423,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
424,18000,settings/itemflav/grx_currency/credits.rpak,600
425,18000,settings/itemflav/grx_currency/credits.rpak,600
426,18000,settings/itemflav/grx_currency/credits.rpak,600
427,18000,settings/itemflav/grx_currency/credits.rpak,600
428,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
429,18000,settings/itemflav/grx_currency/credits.rpak,600
430,18000,settings/itemflav/grx_currency/credits.rpak,600
431,18000,settings/itemflav/grx_currency/credits.rpak,600
432,18000,settings/itemflav/grx_currency/credits.rpak,600
433,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
434,18000,settings/itemflav/grx_currency/credits.rpak,600
435,18000,settings/itemflav/grx_currency/credits.rpak,600
436,18000,settings/itemflav/grx_currency/credits.rpak,600
437,18000,settings/itemflav/grx_currency/credits.rpak,600
438,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
439,18000,settings/itemflav/grx_currency/credits.rpak,600
440,18000,settings/itemflav/grx_currency/credits.rpak,600
441,18000,settings/itemflav/grx_currency/credits.rpak,600
442,18000,settings/itemflav/grx_currency/credits.rpak,600
443,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
444,18000,settings/itemflav/grx_currency/credits.rpak,600
445,18000,settings/itemflav/grx_currency/credits.rpak,600
446,18000,settings/itemflav/grx_currency/credits.rpak,600
447,18000,settings/itemflav/grx_currency/credits.rpak,600
448,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
449,18000,settings/itemflav/grx_currency/credits.rpak,600
450,18000,settings/itemflav/grx_currency/credits.rpak,600
451,18000,settings/itemflav/grx_currency/credits.rpak,600
452,18000,settings/itemflav/grx_currency/credits.rpak,600
453,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
454,18000,settings/itemflav/grx_currency/credits.rpak,600
455,18000,settings/itemflav/grx_currency/credits.rpak,600
456,18000,settings/itemflav/grx_currency/credits.rpak,600
457,18000,settings/itemflav/grx_currency/credits.rpak,600
458,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
459,18000,settings/itemflav/grx_currency/credits.rpak,600
460,18000,settings/itemflav/grx_currency/credits.rpak,600
461,18000,settings/itemflav/grx_currency/credits.rpak,600
462,18000,settings/itemflav/grx_currency/credits.rpak,600
463,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
464,18000,settings/itemflav/grx_currency/credits.rpak,600
465,18000,settings/itemflav/grx_currency/credits.rpak,600
466,18000,settings/itemflav/grx_currency/credits.rpak,600
467,18000,settings/itemflav/grx_currency/credits.rpak,600
468,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
469,18000,settings/itemflav/grx_currency/credits.rpak,600
470,18000,settings/itemflav/grx_currency/credits.rpak,600
471,18000,settings/itemflav/grx_currency/credits.rpak,600
472,18000,settings/itemflav/grx_currency/credits.rpak,600
473,18000,settings/itemflav/pack/cosmetic_rare.rpak,1
474,18000,settings/itemflav/grx_currency/credits.rpak,600
475,18000,settings/itemflav/grx_currency/credits.rpak,600
476,18000,settings/itemflav/grx_currency/credits.rpak,600
